duration, success rate, q[0], q[1], q[2], q[3], q[4], q[5], q[6],q_d[0], q_d[1], q_d[2], q_d[3], q_d[4], q_d[5], q_d[6],dq[0], dq[1], dq[2], dq[3], dq[4], dq[5], dq[6],dq_d[0], dq_d[1], dq_d[2], dq_d[3], dq_d[4], dq_d[5], dq_d[6],tau_J[0], tau_J[1], tau_J[2], tau_J[3], tau_J[4], tau_J[5], tau_J[6],tau_ext_hat_filtered[0], tau_ext_hat_filtered[1], tau_ext_hat_filtered[2], tau_ext_hat_filtered[3], tau_ext_hat_filtered[4], tau_ext_hat_filtered[5], tau_ext_hat_filtered[6]
1849798,0,-1.57036,-0.522868,-9.57764e-05,-2.09713,-0.00148054,1.5713,0.785868,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,-0.000927647,-0.00147286,0.00136329,9.81492e-05,6.49824e-05,0.000273718,-0.000119647,0,0,0,0,0,0,0,-0.454395,-10.0901,-0.456784,22.3127,1.84877,1.31491,-0.303762,-0.500627,-1.01919,0.0617402,3.79019,1.13739,-0.350058,-0.317232
1849799,1,-1.57035,-0.522861,-9.36461e-05,-2.09714,-0.00148115,1.5713,0.785867,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,0.00114481,0.00133814,0.000908862,-0.000491379,-0.000160129,0.000419838,-0.000317123,0,0,0,0,0,0,0,-0.529774,-10.1892,-0.456784,22.3365,1.85426,1.3085,-0.297354,-0.501953,-1.01851,0.059736,3.7901,1.13734,-0.350087,-0.317051
1849800,1,-1.57035,-0.522865,-9.62768e-05,-2.09713,-0.00148054,1.5713,0.785873,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,-0.000443222,-0.000314332,-0.000507716,0.000229226,9.66979e-05,4.25329e-05,0.00148401,0,0,0,0,0,0,0,-0.478199,-10.1377,-0.409177,22.3127,1.84877,1.31491,-0.34313,-0.503638,-1.01942,0.0571587,3.79088,1.13727,-0.35004,-0.31684
1849801,1,-1.57035,-0.522863,-9.48298e-05,-2.09713,-0.00147983,1.5713,0.785873,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,-0.000295481,0.000440059,0.000775147,0.000152817,0.000301824,2.83553e-05,0.0012267,0,0,0,0,0,0,0,-0.478199,-10.1654,-0.456784,22.3127,1.84236,1.31491,-0.349539,-0.50461,-1.02113,0.0555761,3.7919,1.13723,-0.349984,-0.316625
1849802,1,-1.57035,-0.522861,-9.71315e-05,-2.09713,-0.00148054,1.57129,0.78587,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,0.00165905,0.000850185,-4.00474e-05,0.00065869,-3.61428e-05,-0.000218455,-0.000165547,0,0,0,0,0,0,0,-0.557545,-10.1892,-0.432981,22.2889,1.84877,1.32131,-0.322988,-0.505345,-1.02301,0.054294,3.79272,1.13718,-0.349964,-0.31645
1849803,1,-1.57035,-0.522863,-9.56715e-05,-2.09714,-0.00148054,1.57129,0.785874,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,-0.000750005,9.97789e-06,0.000530114,-0.000674497,-2.40952e-05,-0.000382996,0.00111034,0,0,0,0,0,0,0,-0.478199,-10.1654,-0.456784,22.3365,1.84877,1.32772,-0.355947,-0.50632,-1.02554,0.0526836,3.79373,1.13711,-0.349933,-0.316347
1849804,1,-1.57035,-0.522863,-9.6952e-05,-2.09714,-0.00147857,1.5713,0.785871,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,0.00014961,6.65193e-06,-0.000760215,-0.00100648,-0.000422965,-1.79717e-05,-0.000243119,0,0,0,0,0,0,0,-0.50597,-10.1654,-0.409177,22.3603,1.85976,1.32131,-0.329397,-0.506657,-1.02816,0.0519306,3.79516,1.13707,-0.349828,-0.316332
1849805,1,-1.57035,-0.52286,-9.83957e-05,-2.09713,-0.00147948,1.5713,0.785873,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,0.000656552,0.00111806,-0.00050681,0.000442639,0.000124925,-1.19811e-05,0.000583906,0,0,0,0,0,0,0,-0.529774,-10.213,-0.409177,22.3127,1.84877,1.32131,-0.349539,-0.5061,-1.03103,0.0524922,3.79695,1.13708,-0.349662,-0.316412
1849806,1,-1.57035,-0.522863,-9.8877e-05,-2.09714,-0.0014808,1.5713,0.785869,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,-0.000768724,-0.000368252,-0.000337873,-0.00146814,-0.000120167,-7.9874e-06,-8.54471e-05,0,0,0,0,0,0,0,-0.478199,-10.1654,-0.409177,22.388,1.85426,1.32131,-0.336721,-0.505034,-1.03419,0.053877,3.79883,1.13712,-0.349482,-0.316579
1849807,1,-1.57035,-0.522863,-9.73669e-05,-2.09713,-0.00148103,1.5713,0.785871,-1.5708,-0.523599,-4.55977e-08,-2.0944,-1.20955e-07,1.5708,0.785398,0.000137131,-0.000245501,0.000331563,0.000784475,-8.01116e-05,-0.000242684,-5.69647e-05,0,0,0,0,0,0,0,-0.50597,-10.1654,-0.432981,22.3127,1.85426,1.32772,-0.336721,-0.503806,-1.03604,0.0554404,3.80011,1.13718,-0.349334,-0.316827
